tweet_id,claim,evidence
1179304556792045568,0,0
1179304527025115136,0,0
1179304104679657472,1,0
1179303121056608256,1,0
1179302452522291200,1,0
1179302420544917505,1,0
1179300990769651712,1,1
1179300673474703360,1,0
1179299953778319360,1,0
1179299553239023616,1,1
1179299205183164416,1,0
1179299104641470464,1,0
1179298574288510976,1,0
1179298123828604930,1,0
1179297267251138560,0,0
1179297187425083392,1,0
1179296887335276544,1,0
1179296521021530112,0,0
1179296286098563072,1,0
1179296146478419972,0,0
1179296112215240704,1,0
1179295675441405952,1,0
1179295671943401473,1,0
1179295580440420354,0,0
1179294642950549504,0,0
1179294449844838400,1,0
1179293913053564928,1,1
1179293799736053760,1,1
1179293647243743234,0,0
1179292943628296192,1,0
1179292768432201728,0,0
1179292391234244608,1,0
1179292294618460161,0,0
1179292247906488320,0,0
1179291814165204992,0,0
1179291425617383425,1,0
1179290923034927105,0,0
1179290267331039232,0,0
1179289950648446976,1,0
1179289835724521472,1,0
1179289538247692288,1,0
1179289528084942854,0,0
1179289393070329856,0,0
1179289017084497920,1,1
1179288929838796800,1,1
1179288893012750336,0,0
1179288855083651072,0,0
1179288223627001856,1,0
1179288199597891584,1,1
1179287250955313152,1,1
1179287245980930048,1,1
1179287230705229824,0,0
1179287007585021952,1,0
1179286180912869376,1,0
1179285996338401280,1,1
1179285938545070081,1,0
1179285498596069376,1,0
1179285178499383296,0,0
1179283832744370178,1,1
1179282911662608384,0,0
1179282873548972034,0,0
1179282765453373442,1,0
1179282713255256065,0,0
1179282662822940672,1,0
1179281936222740480,1,0
1179281704848101381,1,0
1179281261212381185,1,0
1179281195785433089,1,0
1179281102718021632,0,0
1179280968319934464,0,1
1179280312993533953,1,0
1179280232454471681,1,0
1179279776760160257,1,0
1179279646304722944,1,0
1179278846559961088,1,1
1179278778972946434,1,0
1179278592779444224,1,0
1179278558033825792,0,0
1179278384339263488,1,0
1179278154877288449,1,0
1179277980281036800,1,0
1179277550410969089,0,0
1179277262111346688,1,0
1179277120268361729,1,1
1179276621947293701,1,0
1179276571435311104,1,0
1179275745841037313,0,0
1179275029672075266,0,0
1179275021744852992,0,0
1179274977763352576,0,0
1179274946972925952,1,0
1179274579275071500,1,0
1179274438833004544,1,0
1179273886761926657,1,0
1179273806596235264,1,0
1179273529721839616,1,0
1179273472943497216,1,0
1179273222711398400,0,0
1179270975998832646,0,0
1179270283364098048,1,0
1179270100777615360,1,0
1179268532313432065,0,0
1179267524556414976,1,0
1179267233236819968,0,0
1179267070678241281,1,0
1179266923319701505,0,0
1179266034139881472,0,0
1179265873338671104,1,0
1179265438666121216,0,0
1179265368038219776,1,0
1179264052616409088,0,0
1179264012997070850,1,0
1179263766770458624,0,0
1179263566177808391,1,0
1179263023866945537,1,0
1179261753332555776,1,0
1179260043797159936,0,0
1179258913058951169,0,0
1179258904166973443,1,1
1179257584810958848,1,0
1179256405473271809,1,0
1179255553937301505,1,0
1179255297011003395,1,0
1179254993582469130,1,0
1179254738099064833,1,1
1179252977158230016,0,0
1179252868802580480,0,0
1179252851085889537,1,1
1179250271425310721,1,0
1179249782432374784,0,0
1179249094465916928,0,0
1179247674199101447,1,0
1179247222388658176,1,0
1179243348986667009,1,0
1179243022644649984,1,0
1179240828654571520,1,0
1179240598370504710,0,0
1179240080327823361,1,0
1179236782472404992,1,0
1179232859950899201,1,0
1179223891530661889,0,0
1179220413966163970,1,0
1179218119333683200,0,0
1179217355588669440,0,0
1179210116404596736,1,0
1179210061673046017,0,0
1179203261284470784,0,1
1179190957104861184,0,0
1179186777556504579,1,0
1179185754561564672,0,0
1179185378500190208,1,0
1179185359927889921,1,0
1179184670166192131,1,0
1179184573722304512,1,0
1179184563156848641,1,1
1179184447276666881,1,1
1179183595958734849,1,0
1179183027085365248,1,0
1179178204193529858,0,0
1179177141096849408,0,0
1179175941618245635,1,0
1179175411613224960,1,0
1179175327333064704,0,0
1179175002190614528,0,1
1179170375520997378,0,1
1179168619441348608,1,1
1179168295943069696,1,0
1179167662032785409,1,1
1179167077137039365,1,0
1179166915769622528,0,0
1179165947837456396,1,0
1179165393669234689,1,0
1179165090764996609,0,0
1179164400785207296,1,0
1179164172900278272,1,0
1179163328360394752,1,0
1179162712821178372,0,1
1179162015157362688,1,0
1179161255329849345,1,0
1179159378156490758,0,1
1179159234715508736,0,1
1179157985483984896,0,0
1179157878982299650,1,0
1179157870908231680,1,0
1179157833797001222,1,0
1179156774231957504,1,0
1179155859621974016,0,0
1179155458038403079,1,0
1179155451843358721,1,0
1179154901181616128,1,0
1179154189408231426,0,0
1179154089126629377,1,0
1179153995711037440,1,0
1179152618347749376,1,0
1179152332036198400,0,0
1179152036128055296,1,1
1179151742145052674,0,0
1179151637044170752,1,1
1179150536924434439,1,1
1179150516116475908,1,1
1179149965085548546,0,0
1179149566999969793,1,0
1179148545594724354,1,0
1179148111811358722,1,0
1179147905967546369,0,0
1179147271998451712,1,1
1179146960349155328,1,0
1179146918653566977,0,0
1179146219899084800,1,0
1179145022941417472,0,1
1179144752836595718,1,0
1179144665796354050,0,0
1179144282424451073,0,1
1179144011526938624,0,0
1179143110292586496,1,1
1179143058883055616,0,0
1179142947360694273,0,0
1179142702694371328,0,0
1179142519835238400,1,0
1179142513422196737,0,0
1179141950559129601,1,1
1179141701618810890,1,0
1179141695314612224,0,0
1179141205633966081,0,0
1179140724530524163,1,0
1179140351313006593,1,0
1179139681692389376,0,0
1179139431049175043,1,0
1179138994094985216,0,0
1179138935970287617,0,0
1179138791350640642,1,0
1179138013047201794,1,1
1179137637266968577,0,0
1179137025787797506,0,0
1179136400219873280,0,0
1179136319991234561,0,0
1179136101212135424,1,0
1179135983838748672,1,0
1179135801713709057,1,1
1179135565305974784,1,0
1179135409420406792,1,0
1179135200007208966,1,1
1179135181057351681,0,1
1179135003696992256,1,0
1179134993068625921,1,0
1179134931290804225,1,0
1179134640826847233,0,0
1179134410404372480,0,0
1179134028471001088,1,0
1179133992962007040,1,0
1179133039823245313,1,0
1179132918389788672,0,0
1179132167689048064,1,0
1179132061094940674,0,0
1179131376894955520,1,0
1179131224381632512,0,0
1179131118689370113,0,0
1179130300040962048,0,1
1179129962005237762,0,0
1179129762545057793,0,0
1179129680634552320,0,0
1179129232531902466,1,0
1179128950284541953,1,0
1179128185130237952,1,0
1179127843462291459,1,0
1179127819416330241,0,0
1179127811736514560,1,0
1179127760889028609,1,0
1179127468181114895,1,0
1179127170473582594,0,0
1179127058896687106,1,1
1179127052345188354,0,1
1179126948653608960,1,1
1179126935122829314,0,1
1179126896606482432,1,0
1179126874410237955,1,0
1179126758815211521,1,0
1179126549087436800,1,1
1179126401716379648,1,0
1179126290907090945,1,0
1179126021972463617,1,0
1179126019053232129,1,0
1179126014066204673,1,0
1179126010001932291,1,1
1179125914761863169,1,1
1179125711262687239,1,0
1179125682418458624,1,0
1179125633131134976,1,0
1179125548322349058,0,1
1179125186861441030,0,0
1179125152669417472,0,0
1179125107735826433,1,0
1179124938357260289,0,1
1179124855012233217,1,0
1179124658987253763,0,0
1179124601298788353,1,1
1179124373346770944,0,0
1179124348600438784,1,0
1179124277485985793,0,0
1179123932328321024,0,0
1179123905463803910,1,0
1179123899772088321,0,0
1179123886190993408,1,0
1179123773758476288,1,0
1179123587715870727,0,0
1179123504534507521,1,0
1179123464042668036,0,0
1179123334468001792,1,0
1179123209419051008,1,0
1179122947434434561,0,0
1179122827875803136,1,1
1179122532533915649,1,0
1179122528721219585,0,0
1179122471364186113,1,0
1179122317722574854,1,0
1179122142325231622,0,0
1179122023089557504,1,0
1179121646759809025,1,0
1179121500844167168,0,0
1179121369088442374,1,0
1179121240080048128,0,0
1179120838672617473,0,0
1179120838588735489,1,0
1179120698528284672,1,0
1179120591493836800,1,0
1179120393690517504,0,0
1179120139821867014,1,0
1179120094678532096,0,0
1179119915623682048,0,0
1179119909495721985,1,0
1179119808631193600,0,0
1179119762112204800,1,0
1179119732554915846,0,0
1179119540812341248,0,0
1179119368342519808,0,0
1179119246569299968,1,0
1179119221168594944,0,0
1179118899587104769,0,0
1179118697971105793,1,1
1179118640605679618,0,1
1179118137129738241,1,0
1179117510626615296,1,1
1179117488480673792,1,0
1179117362626338826,1,0
1179116692028497920,1,0
1179116601804763138,1,1
1179116241526689792,1,0
1179116239668600832,1,0
1179115925905268738,0,0
1179115831361507330,0,0
1179115584656683008,1,0
1179115464976453632,0,0
1179114793325740032,1,0
1179114789173374976,0,0
1179114620407177223,1,0
1179114304811012097,0,0
1179113913767645185,1,0
1179113306302418944,0,0
1179113279496638465,1,0
1179113136953188352,1,0
1179113058670714885,1,1
1179112461200494592,1,0
1179112210179792896,0,0
1179112180844781568,0,0
1179111184626278400,0,0
1179110941130141696,0,0
1179110550875332614,0,0
1179109921029283841,1,0
1179109849038278656,1,0
1179109775600226304,1,0
1179109546041712643,0,0
1179109435840647168,1,0
1179109301895356416,0,0
1179108914463301633,0,0
1179108849229410305,1,1
1179108477958049793,1,0
1179108271988322304,0,0
1179108270742626304,0,0
1179108221409210368,0,0
1179108195467501574,0,0
1179108037690363906,0,0
1179107966206775297,1,0
1179107851756806144,1,0
1179107492720250881,1,1
1179107419710017537,1,0
1179107392929386496,0,1
1179107218790273024,0,0
1179107141619195904,1,0
1179106904032862208,1,0
1179106528864980992,1,0
1179106075494277122,1,0
1179106002693697542,1,0
1179105440690528256,1,0
1179105272364707840,1,0
1179105106631020544,0,0
1179104241660637187,1,0
1179104102934077440,1,0
1179104078430920704,1,0
1179103576506982400,0,0
1179103028869308417,1,0
1179102533689708547,1,1
1179102383617531905,1,0
1179102047637065730,0,0
1179101885229346818,1,0
1179101738638426115,0,0
1179101585529593857,1,0
1179101504835379200,0,0
1179101048964894721,1,0
1179101034142142464,0,0
1179100740817694721,1,0
1179100694466433030,0,1
1179100184552316934,1,0
1179099480886525952,1,1
1179098706789982216,1,0
1179098445048619009,1,0
1179098340224581632,1,0
1179098280854245376,1,0
1179098267126304770,1,0
1179097875130830848,1,0
1179097843262459905,1,0
1179096381899907072,0,0
1179096370684276736,1,0
1179096256460857344,0,0
1179095924242550784,0,0
1179095867627888640,1,0
1179095801580150789,0,0
1179095694935822337,1,0
1179095336738070528,0,0
1179095241057542146,1,0
1179094790648090625,0,0
1179094592530079746,0,0
1179094541770604551,0,0
1179093158543712257,0,0
1179093008710590465,0,0
1179092953480024064,1,0
1179092950275575810,0,0
1179092872018190337,1,0
1179092743232118791,0,0
1179092580543483904,1,0
1179092575933911042,1,0
1179092422095228928,1,0
1179091986990718979,0,0
1179091875065745409,1,0
1179091625399767040,1,0
1179091590222159872,0,0
1179091351213936645,0,1
1179090221977280513,1,0
1179090188842209281,0,0
1179089688264622080,0,1
1179089441765429254,1,0
1179088284674396160,1,1
1179088152532791298,0,0
1179087777385857026,1,0
1179087700391071744,0,1
1179087642236985344,0,0
1179087005604597768,1,0
1179086995915726850,1,0
1179086931063447552,0,0
1179086792303222784,0,0
1179086300609163265,0,1
1179086067519111174,0,0
1179085748189966336,1,0
1179085459613507590,1,0
1179084751350697985,1,0
1179084694278868993,1,0
1179083902465564672,0,0
1179083881246547968,1,0
1179083797859639297,0,0
1179083282379661312,0,0
1179083005433958400,1,0
1179082919631052801,0,0
1179082659663945728,1,0
1179081821625171975,0,0
1179081068110061568,1,0
1179080669676351488,1,1
1179080667398856704,0,0
1179080503342911488,0,0
1179080368110133250,1,0
1179080295531909122,0,0
1179080200962871297,0,0
1179080178661822464,0,0
1179079722308907010,0,0
1179079635709112321,1,0
1179079501583663104,1,0
1179079293160304642,0,1
1179078988901310464,0,0
1179078984652480512,1,0
1179078715801788417,1,0
1179078690359132163,0,0
1179078555361304576,0,0
1179078423903457280,0,0
1179078285185228801,0,0
1179078098555473923,0,1
1179077230753964032,1,1
1179076932870254592,1,0
1179076878860275714,0,0
1179076484427857921,1,0
1179076214859980800,0,0
1179076161500004358,1,0
1179075576390397958,1,0
1179075557994237952,0,1
1179075217705951232,1,0
1179075194457116672,1,0
1179074140915093505,1,0
1179073960836775937,0,0
1179073944218980352,1,1
1179071622180986880,1,0
1179071442098499587,1,0
1179071354995433472,0,1
1179071328537780232,0,0
1179071081958842370,1,0
1179071008868880384,1,0
1179070885086539778,1,0
1179070854413594624,1,0
1179070677690847238,1,0
1179070659059539968,0,0
1179070590629662722,1,1
1179070561915412481,1,0
1179070291236081665,1,0
1179069826997858304,1,0
1179069685570134016,1,0
1179069681644249088,0,0
1179069575775821826,1,0
1179069439075074048,0,1
1179069363871195137,1,0
1179069249484140546,0,0
1179069159747018753,1,0
1179069153229119490,0,0
1179068710969106432,0,1
1179068474498457601,0,0
1179068386065764352,1,0
1179068363022188545,1,0
1179068292708929542,0,0
1179067996108656641,0,0
1179067776973062144,1,0
1179067626938650625,1,0
1179067469161488384,0,0
1179067399808704518,1,1
1179067385908809731,0,0
1179066931187523585,1,1
1179066112945852416,1,0
1179065870154436610,1,1
1179065811153108993,1,0
1179065523633569798,1,0
1179065504432115713,0,0
1179065128001708033,1,1
1179064684391079936,0,1
1179064621556289536,0,0
1179064424986025985,1,0
1179064044021583878,1,1
1179064022295076864,1,0
1179063544966451200,1,0
1179063467329896448,1,0
1179062963510140928,0,0
1179061270286344192,1,0
1179061071891578880,0,0
1179061006644985856,1,0
1179060790105694209,1,0
1179060563957211136,0,0
1179060355491860480,0,0
1179060227569782785,1,1
1179060214747848710,1,0
1179060090923556866,1,0
1179059635476733954,1,0
1179059467540992002,1,0
1179058551794409472,1,0
1179058461042249728,0,0
1179058333002678272,0,0
1179058115968487424,1,0
1179058087493357568,1,0
1179057797604036609,1,0
1179057789127286784,0,0
1179057683971883014,0,0
1179057162989064194,1,0
1179056849028550657,1,0
1179056737162338305,1,1
1179056283107901440,0,0
1179055864948412423,1,0
1179055832719351809,1,0
1179055509573394432,0,0
1179054871380729858,1,0
1179054799901401089,1,0
1179054387110567936,1,0
1179054348225134593,0,0
1179054299499892736,1,0
1179054254692151297,1,0
1179053628151205889,1,0
1179053281500418048,0,0
1179053132204015616,1,0
1179052708352929793,1,0
1179052621115604993,1,1
1179052349387608066,0,0
1179052348376862722,0,0
1179052183880454146,1,0
1179051603858358274,1,0
1179051484383719425,0,0
1179051183501172737,0,1
1179050513402400769,0,0
1179050390584737795,0,1
1179050296825253888,1,0
1179050130793799682,1,0
1179049743743422466,1,0
1179049655474298880,1,0
1179049606002425857,0,0
1179049567171616771,1,1
1179049482912186368,1,0
1179049355833233408,1,0
1179049119983243264,1,0
1179049075343278080,1,1
1179048836737699841,1,0
1179048203108392960,1,0
1179047627108835334,0,0
1179047548520144896,0,0
1179047463593881605,1,1
1179047387786022913,1,0
1179047268164538369,1,0
1179046627841134592,1,0
1179046615245565952,1,0
1179046373670436864,1,0
1179046128312037377,1,0
1179045987941306375,0,0
1179045390445940737,1,0
1179045333562732544,0,0
1179045138267611136,0,0
1179044978049404928,1,0
1179044962798915584,1,0
1179044954187993088,1,0
1179044747551350784,1,0
1179044654593069056,1,0
1179044507259723781,1,0
1179044498485239813,0,0
1179044379161485312,1,0
1179044345959374849,1,0
1179044141357043716,0,0
1179044114421227520,1,0
1179043976839618560,1,0
1179043762812706816,1,0
1179043507295735809,0,0
1179043444347551745,1,1
1179043406137479176,1,1
1179043217288896512,1,0
1179043148535914496,1,0
1179043108106977280,0,0
1179042286400917506,1,0
1179041893289775106,1,0
1179041511994007552,1,0
1179040724479856640,1,0
1179040619601235968,1,1
1179040517193007104,1,0
1179040109636866048,1,0
1179039274366160896,1,0
1179038169359998976,0,0
1179038146568155138,1,0
1179038045028241410,0,0
1179037240980201472,1,0
1179037104296230914,1,0
1179036986016858112,0,0
1179036835231592448,0,0
1179036462311866376,1,1
1179036170036006912,0,0
1179035450343772160,0,0
1179035198790389767,1,0
1179034579207782402,0,0
1179034223094534146,0,1
1179033448230424576,1,1
1179033442731692032,1,0
1179032845571911682,1,0
1179032790962032640,1,0
1179032760410730504,0,0
1179032731361009668,1,1
1179032675933290498,0,0
1179032425734627332,1,0
1179032267823308801,1,1
1179032203163922433,0,0
1179031211575918592,1,0
1179031000061550594,1,0
1179030992650027011,0,1
1179030453736673280,1,0
1179030441057247239,1,0
1179029882635841541,1,1
1179029642042314753,0,0
1179028944995192833,0,0
1179028627628920834,0,0
1179028532615356417,1,1
1179028273495457794,1,1
1179028075209732101,0,0
1179028010403553281,0,0
1179027919739510784,1,0
1179027600938803202,1,1
1179027540876431360,1,0
1179027514251005954,1,1
1179027235174600704,1,1
1179027150718021632,0,0
1179027126495973376,0,0
1179026928109592582,1,0
1179026813252706304,1,0
1179026509853528065,1,0
1179025971103580160,0,0
1179025912572137482,1,0
1179025685266010117,0,0
1179025577388515329,1,0
1179025383431311362,1,0
1179025382613422088,1,0
1179025311683502080,0,1
1179025220239347712,0,1
1179024927820791809,0,0
1179024817984593922,1,0
1179024784925044736,1,1
1179024740566097920,1,0
1179024418640674818,1,0
1179024367897858048,0,0
1179024302571769856,1,1
1179023696545103872,1,0
1179023589162528774,1,1
1179023549547327488,1,0
1179022921106366465,0,1
1179022861056516098,1,1
1179022689656283137,0,0
1179022531866566657,1,0
1179022444826378240,1,0
1179022420994412546,1,0
1179022316405174272,1,0
1179022261938016256,1,1
1179021388826529793,1,0
1179021048064413696,1,1
1179020509134110725,1,1
1179020379848921089,1,1
1179020106610946048,0,0
1179019897281613824,0,0
1179019896090435589,1,0
1179019826402140160,0,0
1179019777009954816,1,0
1179019493152047105,1,0
1179019489263968256,0,1
1179019440895213569,1,0
1179018449500168192,1,0
1179018427190697984,1,0
1179018228435165184,1,0
1179018097661005824,1,1
1179017664368381952,1,0
1179017653169610753,0,0
1179017133780590593,0,0
1179017065329545216,0,0
1179016467926441988,1,1
1179016408308563969,0,0
1179016279300202496,0,0
1179015973963227138,0,1
1179015725266210822,0,0
1179015636472799232,0,0
1179015563688972288,0,0
1179014943368237056,0,1
1179014669626957824,0,0
1179014266982146049,0,0
1179014180743069698,1,0
1179014032289931265,1,1
1179013982037905409,1,0
1179013475634438145,1,0
1179012931322863616,1,0
1179012221864726530,0,0
1179012175173754880,1,0
1179011993086377985,0,0
1179011900287455232,0,0
1179011486871674880,0,0
1179011218092302336,1,1
1179011136244584455,0,0
1179010914907037697,0,0
1179010610647965697,1,0
1179010561352376320,1,0
1179010198264045569,1,1
1179010167805005824,0,0
1179009890649624577,1,0
1179009877521383424,1,1
1179009827688845312,1,1
1179009558959837184,1,1
1179009376750899200,0,1
1179009300175437825,1,1
1179009201558949890,0,0
1179008874864680960,1,1
1179008571729682438,1,1
1179007566065672192,1,0
1179007378458599425,0,0
1179007367159189506,0,1
1179007348825886722,0,0
1179007209763741696,1,0
1179007152071032833,0,1
1179006455950782465,1,0
1179006155831611392,1,1
1179005241724932096,1,0
1179005134073925632,1,0
1179005062502404096,1,1
1179004872559091713,1,0
1179004865856573441,1,1
1179004728161849344,1,0
1179004635799080960,1,0
1179004561723408385,1,0
1179004217337495553,0,0
1179003875606618125,1,0
1179003630898307073,1,0
1179003506386182145,1,0
1179003348869103617,0,0
1179003145004994560,0,0
1179002712685453312,1,0
1179002112090529793,0,0
1179000747716952064,1,0
1179000579512786949,1,0
1179000547753500672,0,0
1179000493298851841,1,0
1179000216445427713,0,0
1179000048811675654,1,0
1179000016842690565,1,1
1178999644279496704,0,1
1178999552864600064,0,0
1178999455015723009,1,1
1178999033882386432,0,0
1178998954324889602,1,1
1178998278215610369,1,1
1178997701360398336,1,0
1178997011451908096,1,0
1178995928671367168,0,1
1178995795720380422,1,0
1178995597162012672,1,0
1178995455507734528,0,0
1178995429742186496,1,0
1178995039512477697,1,1
1178995037667041280,1,0
1178994556118982656,0,1
1178993754411274240,1,0
1178993663877234688,0,0
1178993659045388289,1,0
1178993560047292416,0,0
1178993281251840001,1,0
1178993107943211009,1,0
1178992908113973248,1,0
1178992557235298305,0,0
1178992403895738368,1,0
1178992329572655105,1,0
1178992313588240384,0,0
1178991868572524544,1,0
1178991430292910082,1,0
1178991301456486402,0,0
1178990972765704198,1,0
1178990631059951616,1,0
1178990192272822272,1,1
1178990068339486720,1,0
1178990041898590209,1,0
1178989452716396544,0,0
1178988909260394496,0,1
1178988903858130945,1,0
1178988550286696448,0,0
1178988061562200064,1,0
1178988038006939654,1,0
1178987799766286336,1,0
1178986895184924673,0,0
1178986222389284867,1,0
1178985926867001349,0,0
1178985797845946368,0,1
1178985535160893440,1,0
1178985347163807744,1,0
1178984876109942784,0,0
1178984649227472901,1,0
1178984061911605248,0,0
1178983965941743618,0,0
1178983905585709056,1,0
1178983704544321537,1,0
1178983667085008896,0,1
1178983594271940608,1,0
1178983388893601792,1,0
1178982678043009024,1,1
1178982216753389568,1,0
1178981776473182208,1,0
1178981537670402049,1,0
1178981505231708161,1,0
1178981393046654976,1,0
1178981359873921024,0,0
1178981244169850882,1,0
1178981232685793280,1,0
1178981077953716224,1,0
1178981062132850688,1,0
1178981053987540992,1,0
1178980752073072640,0,0
1178980538566230016,1,0
1178980319388672000,0,0
1178980285284786176,1,0
1178979500551528449,0,0
1178979495547670528,0,0
1178979221504512001,1,0
1178978975370108928,0,1
1178978587493490689,0,0
1178978533449895936,1,0
1178978341862416384,0,0
1178978213269327873,1,1
1178978087503040512,0,0
1178977289222131717,0,0
1178977036901195779,0,0
1178976774803394560,1,0
1178976768201515008,1,1
1178976758399426561,0,0
1178976732419940357,1,0
1178976677176717312,1,0
1178976655785807872,0,0
1178976445525368832,1,0
1178976367259635712,1,0
1178976335936528384,1,0
1178976275207196672,1,0
1178975996843835393,0,1
1178975978061729792,1,0
1178975905978441728,1,0
1178975743726034945,1,0
1178975182628835329,1,0
1178974488274317312,1,0
1178974070802653184,0,0
1178973785468391425,0,0
1178973674956886016,1,0
1178973540852346882,1,0
1178973494987673600,1,0
1178973370093842432,1,1
1178972953935044608,1,0
1178972506276995074,0,0
1178972461595070464,0,0
1178971825382002689,0,1
1178971806117572608,1,0
1178971780968583168,1,0
1178971768800923650,1,1
1178971664673071106,1,0
1178971614337220609,1,0
1178971599787220992,1,0
1178970863309381638,1,0
1178970657817874432,1,0
1178970641644625922,1,0
1178970328539783168,1,1
1178969956014264320,0,1
1178969644331347968,0,1
1178969560390754304,1,0
1178969304303316993,1,1
1178969269218009088,1,0
1178968556576358400,0,0
1178968417228984320,1,0
1178968015007879169,1,1
1178968008426971136,1,0
1178967950226837510,1,0
1178967851203469313,0,1
1178967124833906689,0,0
1178966621832060928,1,0
1178966363517472769,0,0
1178966300091129856,1,0
1178965881528995840,0,0
1178965832308801536,0,0
1178965645528096771,1,0
1178964958681415681,0,0
1178964934467739648,1,0
1178964771485425664,1,1
1178964225764597760,1,0
1178964104196902924,1,0
1178963587240546304,0,0
1178963574112301057,0,1
1178963462321516544,1,1
1178963196218085377,0,0
1178963107940618241,0,0
1178962888217772040,0,0
1178962737956872192,1,1
1178962518351286274,1,0
1178961633370152960,0,0
1178961574570135553,0,0
1178961465711169536,1,0
1178961099363950592,1,0
1178960933009408000,1,0
1178960846036328449,0,0
1178960825001877507,1,0
1178960405823143937,1,0
1178960249920749569,0,0
1178959999466377216,1,1
1178959761569509376,0,0
1178959725318344704,1,0
1178959659090300928,1,0
1178959300603121664,1,0
1178959218201767942,1,0
1178959091772772352,0,0
1178958697235697664,1,1
1178958619926249472,1,1
1178958286055456769,1,0
1178958283446480896,0,0
1178958280388939778,1,0
1178957686605520897,0,0
1178957522134274049,1,0
1178957453016350720,0,1
1178957181238075392,0,0
1178956391307972608,1,1
1178956043986128896,1,0
1178955940567105538,1,0
1178955604712443905,0,0
1178955408863617024,1,1
1178955302407954432,0,0
1178955104222879744,1,1
1178954970961457152,1,0
1178954045135958016,0,0
1178953819188875266,0,0
1178953583796113409,1,1
1178953485955555329,1,1
1178953409585647616,1,0
1178953228534370305,1,0
1178953000276185089,0,0
1178952985021489152,1,0
1178952784755990528,0,0
1178952767282397185,0,0
1178952665260331008,1,1
1178952583110627328,1,1
1178952449886957568,0,1
1178951590767710208,0,0
1178951575311540224,0,0
1178951348420829184,0,0
1178951208612044802,1,0
1178951155633704960,1,1
1178950588710694913,1,1
1178950544079097861,1,0
1178949219664703490,1,1
1178948909806292992,1,1
1178948878994989063,1,0
1178948782135877632,1,0
1178948670391234560,1,1
1178948576401088512,0,0
1178948411292295168,1,0
1178947681810554886,1,0
1178947295615819776,1,0
1178947276292677632,0,0
1178946855411077120,0,0
1178946353919139840,0,0
1178946053472755717,1,1
1178945695996362754,1,0
1178945671187062785,1,0
1178944951830360064,1,1
1178944478922657793,1,0
1178943941216997376,0,0
1178943455650816000,0,0
1178943023784382465,0,0
1178943017148919809,1,0
1178942601094979584,1,0
1178942594212126722,1,0
1178941283420778496,1,0
1178940549350543360,0,0
1178940430790135808,1,0
1178940151931789314,1,0
1178939890664427520,0,0
1178939829754707968,1,0
1178939471913467904,0,0
1178939313649782784,1,0
1178939228849410048,0,0
1178939101929725952,0,0
1178938896434057216,1,0
1178938646885519361,1,0
1178938336582483968,1,0
1178938165618528257,1,0
1178938137965412354,1,0
1178938100938088448,1,0
1178937758565502976,1,0
1178937525269942272,0,0
1178937069214801920,1,0
1178936731938295808,0,0
1178936532113252353,0,0
1178936106991132673,1,0
1178935980008579072,1,1
1178935403195305984,1,0
1178935293312995329,1,0
1178934643573301248,1,0
1178934045780168710,0,0
1178933905895899137,1,1
1178933212971769857,0,0
1178933092989440003,1,0
1178932934780342272,1,0
1178932000348090368,1,0
1178931738241839104,1,0
1178931326000517121,1,0
1178930974576566272,0,0
1178930335414919169,1,0
1178930190522683393,1,0
1178930127821885440,1,0
1178930007831433217,0,0
1178929977963810816,0,0
1178929973295493121,1,0
1178929889166188544,0,1
1178929866927943680,1,0
1178929663525167106,1,0
1178929504934383616,1,1
1178929457333190656,0,1
1178929351255035908,0,0
1178929303129600000,1,0
1178929180018393095,1,1
1178928969120456704,1,0
1178928801553768448,1,0
1178928610381565952,1,0
1178928510175457280,0,0
1178928427098918917,1,0
1178928255933538304,1,0
1178928216859451393,0,1
1178928136253267968,1,0
1178927447661789184,1,1
1178927373833637890,1,0
1178927280611049473,1,0
1178926879912398849,1,0
1178926641839509504,1,1
1178926381180342272,1,0
1178926273252466690,1,0
1178926261110034433,1,0
1178926199306883073,1,0
1178926111629217792,0,0
1178925973863092225,1,1
1178925764248526848,1,0
1178925754408751105,1,0
1178925644757061633,1,0
1178924271864893441,0,1
1178924129883308032,1,0
1178923567821574145,1,0
1178923470014562304,1,0
1178923314640818176,1,0
1178922518528319489,0,0
1178922460638535680,1,0
1178922340337405952,1,1
1178920819306766336,1,0
1178920639945592832,0,1
1178920241990115329,1,1
1178918521591468032,1,0
1178917966282477570,1,0
1178917901593657344,0,0
1178917550010327040,1,0
1178917457362378752,1,0
1178917034391986176,1,0
1178916996483665921,1,0
1178916837003800591,0,0
1178916755097493504,0,1
1178916238598254592,0,1
1178915408251781121,0,0
1178914639918325760,0,0
1178914021375913984,0,0
1178913862004989953,1,0
1178913590843203584,0,0
1178913492604260352,1,0
1178913160780222464,0,0
1178912920194994176,1,0
1178912886372147200,1,0
1178912778020704257,1,0
1178912371475124224,0,0
1178911628936597504,0,0
1178911267802828800,0,0
1178911199192334337,1,0
1178911080808173568,1,0
1178910950033907712,0,0
1178910549033271296,1,0
1178910260502962177,1,0
1178909725360099330,1,1
1178909688940941312,0,1
1178909236622958592,0,0
1178909160123097088,1,1
1178907521567924224,0,1
1178907386360320000,1,0
1178907313610072070,1,0
1178906745831378944,1,0
1178906577337831425,1,1
1178905784878542848,1,0
1178904225964802050,0,0
1178904109732249600,0,0
1178902956877455360,1,0
1178902460448030720,0,0
1178900062291812352,1,1
1178899761270841344,1,0
1178899546459508737,0,0
1178898928936407040,1,0
